ensg gene_name
ENSG00000232258-ENSG00000067365 TMEM114-METTL22
ENSG00000232294-ENSG00000232286 AL031674.1-AL121902.1
ENSG00000232306-ENSG00000204104 AC012485.2-TRAF3IP1
ENSG00000232307-ENSG00000226620 DAOA-AS1-LINC00343
ENSG00000232310-ENSG00000236389 AL078590.3-AL121970.1
ENSG00000232311-ENSG00000146360 AL512303.1-GPR6
ENSG00000232316-ENSG00000222677 LINC02518-NA
ENSG00000232328-ENSG00000202341 AC084030.1-RNU6-1051P
ENSG00000232353-ENSG00000222583 AC026320.1-RN7SKP222
ENSG00000232363-ENSG00000077942 AL021391.1-FBLN1
ENSG00000232382-ENSG00000231861 OR5K1-OR5K2
ENSG00000232395-ENSG00000226079 AL138830.2-AL138830.1
ENSG00000232413-ENSG00000228392 AL589923.1-AL162391.1
ENSG00000232451-ENSG00000223530 AC018467.1-AC012506.1
ENSG00000232529-ENSG00000074771 AL031773.1-NOX3
ENSG00000232555-ENSG00000091409 AC104088.1-ITGA6
ENSG00000232591-ENSG00000207453 AL139125.1-RNU6-535P
ENSG00000232596-ENSG00000196581 LINC01646-AJAP1
ENSG00000232698-ENSG00000160223 NA-ICOSLG
ENSG00000232806-ENSG00000223400 AP001610.2-AP006748.1
ENSG00000232812-ENSG00000236950 LINC01717-LINC01774
ENSG00000232825-ENSG00000117600 AL445433.2-PLPPR4
ENSG00000232849-ENSG00000183098 LINC00363-GPC6
ENSG00000232855-ENSG00000251894 AF165147.1-NA
ENSG00000232985-ENSG00000225424 AL355537.2-AL391869.1
ENSG00000233017-ENSG00000130700 AL121832.1-GATA5
ENSG00000233047-ENSG00000237480 LINC01677-AL355306.2
ENSG00000233048-ENSG00000172296 LINC01722-SPTLC3
ENSG00000233056-ENSG00000264580 ERVH48-1-MIR5692B
ENSG00000233058-ENSG00000252053 LINC00884-RNU6-1101P
ENSG00000233077-ENSG00000244376 LINC01271-RN7SL636P
ENSG00000233079-ENSG00000235612 LINC01755-AL353681.1
ENSG00000233082-ENSG00000164877 AC073094.1-MICALL2
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233086-ENSG00000106829 LNCARSR-TLE4
ENSG00000233096-ENSG00000233919 AC099541.1-AC009743.1
ENSG00000233123-ENSG00000106436 LINC01007-MYL10
ENSG00000233184-ENSG00000252765 AC093157.1-RF00424
ENSG00000233203-ENSG00000143001 DHCR24-DT-TMEM61
ENSG00000233236-ENSG00000251851 LINC02573-RNU6-772P
ENSG00000233290-ENSG00000230817 AL157944.1-LINC01362
ENSG00000233321-ENSG00000236892 AL357833.1-AL357833.2
ENSG00000233349-ENSG00000226370 LINC00333-LINC00375
ENSG00000233359-ENSG00000230864 AC114485.1-AC099567.1
ENSG00000233365-ENSG00000176381 AL121956.1-PRR18
ENSG00000233387-ENSG00000099250 AL121748.1-NRP1
ENSG00000233399-ENSG00000233372 LINC01648-AL137076.1
ENSG00000233404-ENSG00000115590 NA-IL1R2
ENSG00000233480-ENSG00000233236 LINC01683-LINC02573
ENSG00000233492-ENSG00000125813 AL133325.2-PAX1
ENSG00000233508-ENSG00000240639 AL021395.1-RN7SL666P
ENSG00000233516-ENSG00000233569 AL445644.1-AL161630.1
ENSG00000233521-ENSG00000233574 LINC01638-AL020994.3
ENSG00000233529-ENSG00000204544 HCG21-MUC21
ENSG00000233605-ENSG00000229494 LINC01851-AC012494.1
ENSG00000233610-ENSG00000152207 LINC00462-CYSLTR2
ENSG00000233633-ENSG00000151353 AC093326.1-TMEM18
ENSG00000233643-ENSG00000150347 AC022398.1-ARID5B
ENSG00000233645-ENSG00000265414 AL358876.2-NA
ENSG00000233684-ENSG00000236856 LINC01865-AC105393.2
ENSG00000233694-ENSG00000179833 LINC02579-SERTAD2
ENSG00000233723-ENSG00000222030 LINC01122-LINC01793
ENSG00000233725-ENSG00000226519 LINC00284-LINC00390
ENSG00000233730-ENSG00000228035 LINC01765-NGF-AS1
ENSG00000233754-ENSG00000225218 AP001628.2-AP001628.1
ENSG00000233757-ENSG00000155066 AC092835.1-PROM2
ENSG00000233760-ENSG00000222004 AC004947.1-C7orf71
ENSG00000233817-ENSG00000227482 AL162727.1-AL157702.2
ENSG00000233828-ENSG00000145715 LINC01949-RASA1
ENSG00000233834-ENSG00000226097 AC005083.1-AC099342.1
ENSG00000233835-ENSG00000118402 AL132875.2-ELOVL4
ENSG00000233882-ENSG00000223344 LINC01680-AL359081.1
ENSG00000233907-ENSG00000216037 LINC01761-NA
ENSG00000233922-ENSG00000183570 LINC01694-PCBP3
ENSG00000233941-ENSG00000207499 AL356859.1-RF00019
ENSG00000233973-ENSG00000223479 LINC01360-LINC02238
ENSG00000233981-ENSG00000112149 AL022396.1-CD83
ENSG00000233985-ENSG00000224286 LINC01681-LINC01142
ENSG00000234007-ENSG00000150540 NA-HNMT
ENSG00000234015-ENSG00000112137 LINC02530-PHACTR1
ENSG00000234015-ENSG00000112137 LINC02530-PHACTR1
ENSG00000234015-ENSG00000112137 LINC02530-PHACTR1
ENSG00000234015-ENSG00000112137 LINC02530-PHACTR1
ENSG00000234015-ENSG00000112137 LINC02530-PHACTR1
ENSG00000234015-ENSG00000112137 LINC02530-PHACTR1
ENSG00000234015-ENSG00000112137 LINC02530-PHACTR1
ENSG00000234015-ENSG00000112137 LINC02530-PHACTR1
ENSG00000234037-ENSG00000230759 NA-AC095032.2
ENSG00000234104-ENSG00000225127 AL133465.1-LINC00237
ENSG00000234105-ENSG00000228627 AC009468.2-AC009468.1
ENSG00000234111-ENSG00000221618 LINC02433-NA
ENSG00000234127-ENSG00000270604 TRIM26-HCG17
ENSG00000234162-ENSG00000119147 AC009505.1-C2orf40
ENSG00000234165-ENSG00000221438 NA-NA
ENSG00000234182-ENSG00000273001 AL731533.1-AL731533.2
ENSG00000234183-ENSG00000146676 LINC01952-PURB
ENSG00000234185-ENSG00000169902 AC068533.3-TPST1
ENSG00000234199-ENSG00000235242 LINC01191-AC010982.1
ENSG00000234248-ENSG00000223581 AL392086.1-AL590095.1
ENSG00000234264-ENSG00000223883 DEPDC1-AS1-LINC01707
ENSG00000234275-ENSG00000227007 AC017053.1-LINC01247
ENSG00000234306-ENSG00000270111 AL583859.1-AL583859.2
ENSG00000234384-ENSG00000251753 LINC01049-RNU6-75P
ENSG00000234409-ENSG00000249923 CCDC188-AC007663.2
ENSG00000234426-ENSG00000111880 AL139042.1-RNGTT
ENSG00000234464-ENSG00000252371 AL356010.2-RNU6-725P
ENSG00000234519-ENSG00000223485 AL109924.3-LINC01615
ENSG00000234542-ENSG00000154478 AL357127.1-GPR26
ENSG00000234556-ENSG00000234170 LINC00701-AC024908.1
ENSG00000234572-ENSG00000237638 LINC01800-LINC02245
ENSG00000234572-ENSG00000237638 LINC01800-LINC02245
ENSG00000234572-ENSG00000237638 LINC01800-LINC02245
ENSG00000234572-ENSG00000237638 LINC01800-LINC02245
ENSG00000234593-ENSG00000189337 KAZN-AS1-KAZN
ENSG00000234593-ENSG00000189337 KAZN-AS1-KAZN
ENSG00000234610-ENSG00000116128 NA-BCL9
ENSG00000234634-ENSG00000153976 LINC02093-HS3ST3A1
ENSG00000234640-ENSG00000224190 AL390763.1-AL355537.1
ENSG00000234675-ENSG00000230205 AL445123.1-AL359382.1
ENSG00000234688-ENSG00000100360 AL049749.1-IFT27
ENSG00000234707-ENSG00000252054 AC074351.1-NA
ENSG00000234714-ENSG00000237271 AC009965.1-AC009498.1
ENSG00000234754-ENSG00000232436 C1orf140-AL360013.2
ENSG00000234763-ENSG00000124786 AL359378.1-SLC35B3
ENSG00000234767-ENSG00000263581 LINC01052-MIR548X2
ENSG00000234791-ENSG00000182170 AC108448.1-MRGPRG
ENSG00000234796-ENSG00000235688 AC113607.1-AC116614.1
ENSG00000234810-ENSG00000233147 AL603840.1-NA
ENSG00000234817-ENSG00000237716 AL136309.2-AL136309.3
ENSG00000234840-ENSG00000265572 LINC01239-NA
ENSG00000234854-ENSG00000185950 LINC00676-IRS2
ENSG00000234860-ENSG00000237461 AL162394.1-AL359710.1
ENSG00000234877-ENSG00000202423 AC092660.1-RNU6-827P
ENSG00000234899-ENSG00000227036 SOX9-AS1-LINC00511
ENSG00000234929-ENSG00000227364 AC018685.2-AC018685.1
ENSG00000234944-ENSG00000229630 AL365199.1-LINC01264
ENSG00000234948-ENSG00000232294 LINC01524-AL031674.1
ENSG00000234962-ENSG00000226694 LINC00700-AL441943.1
ENSG00000234979-ENSG00000183822 Z82185.1-NCF4-AS1
ENSG00000235054-ENSG00000227169 LINC01777-Z98747.1
ENSG00000235056-ENSG00000224099 AC010983.1-AC104823.1
ENSG00000235070-ENSG00000263363 AC062015.1-MIR5702
ENSG00000235097-ENSG00000083635 LINC00330-NUFIP1
ENSG00000235099-ENSG00000135333 AL138731.1-EPHA7
ENSG00000235127-ENSG00000151779 AC068286.1-NBAS
ENSG00000235140-ENSG00000165449 AC026391.1-SLC16A9
ENSG00000235142-ENSG00000130349 LINC02532-C6orf203
ENSG00000235158-ENSG00000244169 AC087430.1-RN7SL120P
ENSG00000235160-ENSG00000166206 LINC02248-GABRB3
ENSG00000235162-ENSG00000257859 C12orf75-CASC18
ENSG00000235162-ENSG00000257859 C12orf75-CASC18
ENSG00000235166-ENSG00000054803 LINC01440-CBLN4
ENSG00000235172-ENSG00000182132 LINC01366-KCNIP1
ENSG00000235172-ENSG00000182132 LINC01366-KCNIP1
ENSG00000235172-ENSG00000182132 LINC01366-KCNIP1
ENSG00000235172-ENSG00000182132 LINC01366-KCNIP1
ENSG00000235172-ENSG00000182132 LINC01366-KCNIP1
ENSG00000235172-ENSG00000182132 LINC01366-KCNIP1
ENSG00000235172-ENSG00000182132 LINC01366-KCNIP1
ENSG00000235172-ENSG00000182132 LINC01366-KCNIP1
ENSG00000235172-ENSG00000182132 LINC01366-KCNIP1
ENSG00000235172-ENSG00000182132 LINC01366-KCNIP1
ENSG00000235172-ENSG00000182132 LINC01366-KCNIP1
ENSG00000235172-ENSG00000182132 LINC01366-KCNIP1
ENSG00000235172-ENSG00000182132 LINC01366-KCNIP1
ENSG00000235198-ENSG00000234952 AC005871.1-AL139121.1
ENSG00000235202-ENSG00000271427 LINC01525-AL358072.1
ENSG00000235209-ENSG00000128383 AL022318.1-APOBEC3A
ENSG00000235271-ENSG00000200443 LINC01422-RNU6-1066P
ENSG00000235293-ENSG00000216002 AC114814.3-NA
ENSG00000235295-ENSG00000225335 LINC01634-AC016027.1
ENSG00000235326-ENSG00000107249 NA-GLIS3
ENSG00000235326-ENSG00000107249 NA-GLIS3
ENSG00000235326-ENSG00000107249 NA-GLIS3
ENSG00000235326-ENSG00000107249 NA-GLIS3
ENSG00000235326-ENSG00000107249 NA-GLIS3
ENSG00000235343-ENSG00000172967 LINC01665-XKR3
ENSG00000235356-ENSG00000228065 AL592466.1-LINC01515
ENSG00000235358-ENSG00000204060 AC093151.3-FOXO6
ENSG00000235376-ENSG00000148798 RPEL1-INA
ENSG00000235387-ENSG00000231518 SPAAR-NA
ENSG00000235431-ENSG00000212422 AC004936.1-RF00012
ENSG00000235434-ENSG00000169914 AL391883.1-OTUD3
ENSG00000235446-ENSG00000229639 AL512271.1-LINC01758
ENSG00000235464-ENSG00000122557 AC007652.1-HERPUD2
ENSG00000235492-ENSG00000231718 LINC01221-AC099673.1
ENSG00000235493-ENSG00000187118 LINC01967-CMC1
ENSG00000235495-ENSG00000237013 AC007422.2-LINC01812
ENSG00000235531-ENSG00000253317 MSC-AS1-AC078906.1
ENSG00000235564-ENSG00000226996 AP000477.2-AP000477.1
ENSG00000235608-ENSG00000272783 NKX1-1-AC147067.2
ENSG00000235610-ENSG00000171951 AC013448.2-SCG2
ENSG00000235620-ENSG00000185811 AC020743.3-IKZF1
ENSG00000235621-ENSG00000236874 LINC00494-AL137078.1
ENSG00000235726-ENSG00000130147 AC010148.1-SH3BP4
ENSG00000235815-ENSG00000225879 AL136099.1-AL109924.1
ENSG00000235822-ENSG00000237637 NA-FRY-AS1
ENSG00000235837-ENSG00000106537 AC073333.1-TSPAN13
ENSG00000235886-ENSG00000271192 AC006055.1-AC006058.2
ENSG00000235933-ENSG00000221040 LINC01779-RF00012
ENSG00000235965-ENSG00000229289 AP000431.2-AP000431.1
ENSG00000235994-ENSG00000229921 HGC6.3-KIF25-AS1
ENSG00000236030-ENSG00000231599 NA-NA
ENSG00000236052-ENSG00000224404 LINC01643-Z68323.1
ENSG00000236053-ENSG00000229792 LINC01067-LINC00399
ENSG00000236106-ENSG00000237266 AC010729.1-LINC01810
ENSG00000236129-ENSG00000227125 AP002856.3-AP002856.1
ENSG00000236130-ENSG00000178919 PTCSC2-FOXE1
ENSG00000236172-ENSG00000205837 MIR7515HG-LINC00487
ENSG00000236173-ENSG00000232197 AL049612.1-AL596442.1
ENSG00000236193-ENSG00000272519 LINC01953-AC079610.3
ENSG00000236212-ENSG00000202431 AC009262.1-RNU6-438P
ENSG00000236230-ENSG00000226643 AL356108.1-AL513314.1
ENSG00000236231-ENSG00000272551 AC017048.2-AC017048.3
ENSG00000236294-ENSG00000154415 NA-PPP1R3A
ENSG00000236303-ENSG00000222997 AL157712.1-RF00019
ENSG00000236356-ENSG00000200287 AC079584.1-RF00019
ENSG00000236366-ENSG00000233138 AL359313.1-AL023584.1
ENSG00000236373-ENSG00000148680 AL391704.2-HTR7
ENSG00000236376-ENSG00000238598 AL353780.1-NA
ENSG00000236387-ENSG00000238282 AL139350.1-AL121781.1
ENSG00000236403-ENSG00000130558 AL353611.1-OLFM1
ENSG00000236414-ENSG00000201774 AC004415.1-RF00019
ENSG00000236436-ENSG00000261012 AC012361.1-AC115619.1
ENSG00000236437-ENSG00000237937 LINC02151-AP000770.1
ENSG00000236444-ENSG00000189403 UBE2L5-HMGB1
ENSG00000236451-ENSG00000224819 AC067956.1-AC093843.1
ENSG00000236481-ENSG00000260580 LINC02195-AC009035.1
ENSG00000236494-ENSG00000233219 AC008080.4-AC008080.3
ENSG00000236499-ENSG00000040608 LINC00896-RTN4R
ENSG00000236531-ENSG00000226829 AC006013.1-AC093655.1
ENSG00000236532-ENSG00000232855 LINC01695-AF165147.1
ENSG00000236658-ENSG00000050555 AL161733.1-LAMC3
ENSG00000236663-ENSG00000228120 FRGCA-AP001631.1
ENSG00000236673-ENSG00000118523 AL117378.1-CTGF
ENSG00000236687-ENSG00000160563 AL160271.1-MED27
ENSG00000236719-ENSG00000143324 OVAAL-XPR1
ENSG00000236720-ENSG00000120341 LINC01741-SEC16B
ENSG00000236734-ENSG00000106003 NA-LFNG
ENSG00000236757-ENSG00000224095 NA-LINC01935
ENSG00000236790-ENSG00000231435 LINC00299-NA
ENSG00000236819-ENSG00000109016 LINC01563-DHRS7B
ENSG00000236842-ENSG00000207583 AC010997.2-MIR606
ENSG00000236858-ENSG00000231405 AL008638.2-AL008638.1
ENSG00000236874-ENSG00000238452 AL137078.1-RNU7-144P
ENSG00000236892-ENSG00000229672 AL357833.2-AL450322.2
ENSG00000236914-ENSG00000259380 LINC01852-AC087473.1
ENSG00000236921-ENSG00000176399 AL157937.1-DMRTA1
ENSG00000236938-ENSG00000164692 AC003092.2-COL1A2
ENSG00000236948-ENSG00000216045 AL365255.1-NA
ENSG00000236950-ENSG00000232537 LINC01774-AC092810.3
ENSG00000236961-ENSG00000112715 AL136131.2-VEGFA
ENSG00000236963-ENSG00000162545 LINC01141-CAMK2N1
ENSG00000236975-ENSG00000233920 AL137793.1-AL162595.2
ENSG00000236983-ENSG00000107890 NA-ANKRD26
ENSG00000236985-ENSG00000212165 AL121892.1-RF00012
ENSG00000236990-ENSG00000233117 AC025822.2-LINC00702
ENSG00000237152-ENSG00000233672 DLEU7-AS1-RNASEH2B-AS1
ENSG00000237153-ENSG00000044459 AL162725.2-CNTLN
ENSG00000237167-ENSG00000272989 AC128709.3-LINC02012
ENSG00000237184-ENSG00000267671 NA-NA
ENSG00000237189-ENSG00000143297 AL138900.2-FCRL5
ENSG00000237222-ENSG00000238031 LINC01968-AC090505.2
ENSG00000237232-ENSG00000177398 ZNF295-AS1-UMODL1
ENSG00000237266-ENSG00000232044 LINC01810-LINC01105
ENSG00000237290-ENSG00000200796 LINC01343-RNU6-753P
ENSG00000237316-ENSG00000227895 Z82196.2-ISX-AS1
ENSG00000237326-ENSG00000202160 AC113608.2-RNU5E-7P
ENSG00000237342-ENSG00000259119 AL132796.1-AL132796.2
ENSG00000237352-ENSG00000224609 LINC01358-HSD52
ENSG00000237356-ENSG00000235269 AL365295.1-LINC02331
ENSG00000237372-ENSG00000226206 UNQ6494-BX470209.1
ENSG00000237396-ENSG00000230400 LNCNEF-LINC01747
ENSG00000237401-ENSG00000264071 LINC01304-RN7SL531P
ENSG00000237423-ENSG00000252227 LINC01522-NA
ENSG00000237435-ENSG00000200800 AC099566.1-RNU1-130P
ENSG00000237460-ENSG00000198890 LINC01661-PRMT6
ENSG00000237484-ENSG00000226983 LINC01684-LINC01692
ENSG00000237524-ENSG00000238788 TEX51-RNU7-182P
ENSG00000237530-ENSG00000196284 AL136140.1-SUPT3H
ENSG00000237532-ENSG00000238277 AC012451.1-AC068483.1
ENSG00000237552-ENSG00000117069 LINC02567-ST6GALNAC5
ENSG00000237576-ENSG00000163217 LINC01888-BMP10
ENSG00000237585-ENSG00000235097 LINC00407-LINC00330
ENSG00000237590-ENSG00000229116 AL137026.2-AL137026.1
ENSG00000237604-ENSG00000232124 AP001056.1-AP001057.1
ENSG00000237626-ENSG00000227555 AL161629.1-MIR4290HG
ENSG00000237658-ENSG00000143185 NA-XCL2
ENSG00000237667-ENSG00000228799 LINC01115-LINC01939
ENSG00000237735-ENSG00000232886 AF130359.1-AF212831.1
ENSG00000237759-ENSG00000173728 AL590483.2-C1orf100
ENSG00000237761-ENSG00000156395 AL161646.2-SORCS3
ENSG00000237764-ENSG00000227869 AC010099.4-AC073486.1
ENSG00000237803-ENSG00000115841 LINC00211-RMDN2
ENSG00000237819-ENSG00000266794 AC002454.1-RN7SL7P
ENSG00000237843-ENSG00000116117 AC016903.2-PARD3B
ENSG00000237843-ENSG00000116117 AC016903.2-PARD3B
ENSG00000237864-ENSG00000237989 LINC00322-LINC01679
ENSG00000237874-ENSG00000203877 AL136972.1-RIPPLY2
ENSG00000237937-ENSG00000137656 AP000770.1-BUD13
ENSG00000237945-ENSG00000243927 LINC00649-MRPS6
ENSG00000237947-ENSG00000124602 AL583854.1-UNC5CL
ENSG00000237954-ENSG00000233907 AL445218.1-LINC01761
ENSG00000237978-ENSG00000172667 KCNMB2-AS1-ZMAT3
ENSG00000237992-ENSG00000235911 LINC01808-AC019055.1
ENSG00000238031-ENSG00000173950 AC090505.2-XXYLT1
ENSG00000238033-ENSG00000179428 NA-AC073072.1
ENSG00000238097-ENSG00000228271 LINC02037-LINC02048
ENSG00000238120-ENSG00000251985 LINC01589-RNU6-1161P
ENSG00000238131-ENSG00000231427 AC073521.1-LINC01445
ENSG00000238158-ENSG00000233068 AL391422.3-AL391422.2
ENSG00000238208-ENSG00000070214 NA-SLC44A1
ENSG00000238227-ENSG00000107187 TMEM250-LHX3
ENSG00000238243-ENSG00000177462 OR2W3-OR2T8
ENSG00000238243-ENSG00000177462 OR2W3-OR2T8
ENSG00000238266-ENSG00000234248 LINC00707-AL392086.1
ENSG00000238276-ENSG00000165669 AL354863.1-FAM204A
ENSG00000238277-ENSG00000204460 AC068483.1-LINC01854
ENSG00000238306-ENSG00000266808 NA-MIR548AE1
ENSG00000238313-ENSG00000223716 NA-AL135785.1
ENSG00000238321-ENSG00000261285 NA-AC009117.2
ENSG00000238333-ENSG00000267313 NA-KC6
ENSG00000238362-ENSG00000096968 NA-JAK2
ENSG00000238382-ENSG00000225919 RNU6-1211P-LINC01745
ENSG00000238400-ENSG00000251391 NA-AC113378.1
ENSG00000238414-ENSG00000232224 NA-NA
ENSG00000238431-ENSG00000266168 RNU7-157P-MIR3147
ENSG00000238433-ENSG00000198846 NA-TOX
ENSG00000238438-ENSG00000164379 NA-FOXQ1
ENSG00000238447-ENSG00000166329 RNU7-134P-CCDC182
ENSG00000238455-ENSG00000201665 NA-RN7SKP6
ENSG00000238456-ENSG00000259255 RNU6-1014P-AC073941.1
ENSG00000238468-ENSG00000225563 RNU7-14P-AC006076.1
ENSG00000238469-ENSG00000237267 NA-LINC01519
ENSG00000238486-ENSG00000269959 NA-SPACA6P-AS
ENSG00000238487-ENSG00000249550 NA-LINC01234
ENSG00000238491-ENSG00000235126 NA-AC128709.2
ENSG00000238496-ENSG00000260093 NA-AC034111.1
ENSG00000238501-ENSG00000258998 NA-LINC02302
ENSG00000238512-ENSG00000160145 NA-KALRN
ENSG00000238522-ENSG00000233124 NA-LINC00456
ENSG00000238540-ENSG00000257520 RNU7-93P-AL132857.1
ENSG00000238552-ENSG00000165983 NA-PTER
ENSG00000238554-ENSG00000251864 RNU1-88P-RF00019
ENSG00000238562-ENSG00000137745 RNU7-159P-MMP13
ENSG00000238591-ENSG00000155313 NA-USP25
ENSG00000238595-ENSG00000222231 NA-RNU2-54P
ENSG00000238611-ENSG00000024048 NA-UBR2
ENSG00000238625-ENSG00000236437 NA-LINC02151
ENSG00000238628-ENSG00000207131 RF01210-RF00019
ENSG00000238653-ENSG00000158966 RNU7-62P-CACHD1
ENSG00000238680-ENSG00000264409 RNU6-1037P-NA
ENSG00000238688-ENSG00000164251 NA-F2RL1
ENSG00000238698-ENSG00000119042 RNU7-147P-SATB2
ENSG00000238702-ENSG00000259663 NA-AC010478.1
ENSG00000238707-ENSG00000264747 RF01299-MIR3924
ENSG00000238738-ENSG00000164325 NA-TMEM174
ENSG00000238761-ENSG00000143079 RF01210-CTTNBP2NL
ENSG00000238769-ENSG00000257677 NA-LINC02464
ENSG00000238787-ENSG00000252752 NA-RNU6-210P
ENSG00000238789-ENSG00000221456 RNU7-152P-MIR1202
ENSG00000238796-ENSG00000249073 NA-WSPAR
ENSG00000238802-ENSG00000077684 NA-JADE1
ENSG00000238819-ENSG00000238456 RF01182-RNU6-1014P
ENSG00000238833-ENSG00000125851 RNU1-131P-PCSK2
ENSG00000238856-ENSG00000143771 NA-CNIH4
ENSG00000238860-ENSG00000207225 NA-RNU6-692P
ENSG00000238865-ENSG00000214215 NA-NA
ENSG00000238867-ENSG00000234753 NA-FOXP4-AS1
ENSG00000238870-ENSG00000215958 NA-NA
ENSG00000238882-ENSG00000222117 RNU6-329P-NA
ENSG00000238907-ENSG00000273348 NA-AC027449.1
ENSG00000238911-ENSG00000251863 NA-NA
ENSG00000238932-ENSG00000237585 NA-LINC00407
ENSG00000238949-ENSG00000266073 RNU7-66P-NA
ENSG00000238957-ENSG00000237590 NA-AL137026.2
ENSG00000238978-ENSG00000258743 NA-LINC02301
ENSG00000238980-ENSG00000260094 NA-LINC00564
ENSG00000238984-ENSG00000201465 NA-RF00432
ENSG00000239003-ENSG00000139734 RNU7-88P-DIAPH3
ENSG00000239010-ENSG00000163694 RNU7-74P-RBM47
ENSG00000239022-ENSG00000259234 NA-ANKRD34C-AS1
ENSG00000239023-ENSG00000237735 RNU1-98P-AF130359.1
ENSG00000239026-ENSG00000164466 NA-SFXN1
ENSG00000239027-ENSG00000235185 NA-AL031727.2
ENSG00000239036-ENSG00000151572 NA-ANO4
ENSG00000239050-ENSG00000221316 NA-NA
ENSG00000239065-ENSG00000253230 NA-LINC00599
ENSG00000239068-ENSG00000109189 NA-USP46
ENSG00000239075-ENSG00000227646 RNU6-274P-STEAP2-AS1
ENSG00000239077-ENSG00000270019 NA-AC110769.2
ENSG00000239081-ENSG00000264465 RNU7-24P-NA
ENSG00000239093-ENSG00000228952 RF01210-LINC02041
ENSG00000239098-ENSG00000122585 NA-NPY
ENSG00000239116-ENSG00000182552 NA-RWDD4
ENSG00000239120-ENSG00000268628 NA-AL121761.1
ENSG00000239130-ENSG00000252537 NA-RF00322
ENSG00000239134-ENSG00000253901 NA-AC103409.1
ENSG00000239189-ENSG00000163001 RNU6-634P-CFAP36
ENSG00000239390-ENSG00000145817 RN7SL87P-YIPF5
ENSG00000239464-ENSG00000239679 RN7SL691P-RN7SL193P
ENSG00000239468-ENSG00000252310 RN7SL569P-NA
ENSG00000239572-ENSG00000221059 AC108749.1-RNU6ATAC6P
ENSG00000239661-ENSG00000221431 AC092925.1-NA
ENSG00000239690-ENSG00000237520 RN7SL668P-AL391832.1
ENSG00000239708-ENSG00000251732 RN7SL782P-RN7SKP122
ENSG00000239716-ENSG00000242536 AC079943.1-AC079943.2
ENSG00000239767-ENSG00000222934 AC108733.1-RN7SKP284
ENSG00000239776-ENSG00000256292 NA-LINC02376
ENSG00000239808-ENSG00000251574 RN7SL255P-AC099520.1
ENSG00000239911-ENSG00000212219 PRKAG2-AS1-RNU6-604P
ENSG00000239941-ENSG00000152601 AC108718.1-MBNL1
ENSG00000239941-ENSG00000152601 AC108718.1-MBNL1
ENSG00000239941-ENSG00000152601 AC108718.1-MBNL1
ENSG00000239941-ENSG00000152601 AC108718.1-MBNL1
ENSG00000239941-ENSG00000152601 AC108718.1-MBNL1
ENSG00000239941-ENSG00000152601 AC108718.1-MBNL1
ENSG00000239984-ENSG00000207502 RN7SL420P-RF00406
ENSG00000240006-ENSG00000260633 LINC02004-AC010207.1
ENSG00000240057-ENSG00000144857 AC078785.1-BOC
ENSG00000240086-ENSG00000253004 AC092969.1-NA
ENSG00000240095-ENSG00000261051 AC055758.1-AC107021.2
ENSG00000240152-ENSG00000150471 LINC02271-ADGRL3
ENSG00000240152-ENSG00000150471 LINC02271-ADGRL3
ENSG00000240152-ENSG00000150471 LINC02271-ADGRL3
ENSG00000240189-ENSG00000133878 RN7SL621P-DUSP26
ENSG00000240204-ENSG00000273329 SMKR1-AC078846.1
ENSG00000240205-ENSG00000257781 RN7SL865P-AC009387.1
ENSG00000240423-ENSG00000196776 LINC00636-CD47
ENSG00000240478-ENSG00000242012 AC012081.1-AC084211.1
ENSG00000240497-ENSG00000207114 AC092919.1-RNU6-348P
ENSG00000240584-ENSG00000221726 RN7SL547P-NA
ENSG00000240707-ENSG00000197177 LINC01168-ADGRA1
ENSG00000240803-ENSG00000267723 RN7SL231P-AC011509.2
ENSG00000240893-ENSG00000242770 LINC02042-AC092892.1
